ASNumber,BinValue+-NoiseValue,[BinValue-NoiseValue;BinValue+NoiseValue],(NoisePercent=BinValue/NoiseValue),(Status(NoisePercent<100%);Status(BinValue-NoiseValue>0))
23105,7520+-5671,[1849;13191],(75.4%),(visible;positive)
21111,7507+-5671,[1836;13178],(75.5%),(visible;positive)
198419,7507+-5671,[1836;13178],(75.5%),(visible;positive)
198618,7506+-5671,[1835;13177],(75.6%),(visible;positive)
41881,7501+-5671,[1830;13172],(75.6%),(visible;positive)
30849,7498+-5671,[1827;13169],(75.6%),(visible;positive)
135751,7497+-5671,[1826;13168],(75.6%),(visible;positive)
20594,7496+-5671,[1825;13167],(75.7%),(visible;positive)
46971,7493+-5671,[1822;13164],(75.7%),(visible;positive)
200161,7479+-5671,[1808;13150],(75.8%),(visible;positive)
51274,7478+-5671,[1807;13149],(75.8%),(visible;positive)
43410,7475+-5671,[1804;13146],(75.9%),(visible;positive)
39221,7474+-5671,[1803;13145],(75.9%),(visible;positive)
54881,7474+-5671,[1803;13145],(75.9%),(visible;positive)
52719,7471+-5671,[1800;13142],(75.9%),(visible;positive)
44395,7466+-5671,[1795;13137],(76.0%),(visible;positive)
22349,7465+-5671,[1794;13136],(76.0%),(visible;positive)
56458,7460+-5671,[1789;13131],(76.0%),(visible;positive)
133272,7459+-5671,[1788;13130],(76.0%),(visible;positive)
263516,7459+-5671,[1788;13130],(76.0%),(visible;positive)
396109,7456+-5671,[1785;13127],(76.1%),(visible;positive)
5432,7445+-5671,[1774;13116],(76.2%),(visible;positive)
263986,7444+-5671,[1773;13115],(76.2%),(visible;positive)
16372,7443+-5671,[1772;13114],(76.2%),(visible;positive)
10196,7441+-5671,[1770;13112],(76.2%),(visible;positive)
31131,7441+-5671,[1770;13112],(76.2%),(visible;positive)
55782,7437+-5671,[1766;13108],(76.3%),(visible;positive)
60837,7437+-5671,[1766;13108],(76.3%),(visible;positive)
12217,7435+-5671,[1764;13106],(76.3%),(visible;positive)
8577,7427+-5671,[1756;13098],(76.4%),(visible;positive)
33343,7425+-5671,[1754;13096],(76.4%),(visible;positive)
135399,7424+-5671,[1753;13095],(76.4%),(visible;positive)
262967,7424+-5671,[1753;13095],(76.4%),(visible;positive)
262215,7422+-5671,[1751;13093],(76.4%),(visible;positive)
131445,7416+-5671,[1745;13087],(76.5%),(visible;positive)
24143,7415+-5671,[1744;13086],(76.5%),(visible;positive)
266518,7406+-5671,[1735;13077],(76.6%),(visible;positive)
53895,7400+-5671,[1729;13071],(76.6%),(visible;positive)
265457,7396+-5671,[1725;13067],(76.7%),(visible;positive)
263723,7394+-5671,[1723;13065],(76.7%),(visible;positive)
205,7391+-5671,[1720;13062],(76.7%),(visible;positive)
39903,7389+-5671,[1718;13060],(76.7%),(visible;positive)
43120,7380+-5671,[1709;13051],(76.8%),(visible;positive)
203208,7379+-5671,[1708;13050],(76.9%),(visible;positive)
1403,7374+-5671,[1703;13045],(76.9%),(visible;positive)
23719,7371+-5671,[1700;13042],(76.9%),(visible;positive)
15410,7368+-5671,[1697;13039],(77.0%),(visible;positive)
33934,7368+-5671,[1697;13039],(77.0%),(visible;positive)
394144,7367+-5671,[1696;13038],(77.0%),(visible;positive)
19594,7362+-5671,[1691;13033],(77.0%),(visible;positive)
27007,7358+-5671,[1687;13029],(77.1%),(visible;positive)
33571,7356+-5671,[1685;13027],(77.1%),(visible;positive)
28012,7352+-5671,[1681;13023],(77.1%),(visible;positive)
38590,7352+-5671,[1681;13023],(77.1%),(visible;positive)
34587,7350+-5671,[1679;13021],(77.2%),(visible;positive)
12271,7349+-5671,[1678;13020],(77.2%),(visible;positive)
53083,7348+-5671,[1677;13019],(77.2%),(visible;positive)
131293,7345+-5671,[1674;13016],(77.2%),(visible;positive)
47854,7341+-5671,[1670;13012],(77.3%),(visible;positive)
199974,7341+-5671,[1670;13012],(77.3%),(visible;positive)
14214,7330+-5671,[1659;13001],(77.4%),(visible;positive)
48736,7329+-5671,[1658;13000],(77.4%),(visible;positive)
15891,7327+-5671,[1656;12998],(77.4%),(visible;positive)
17729,7324+-5671,[1653;12995],(77.4%),(visible;positive)
29214,7322+-5671,[1651;12993],(77.5%),(visible;positive)
267507,7322+-5671,[1651;12993],(77.5%),(visible;positive)
132456,7312+-5671,[1641;12983],(77.6%),(visible;positive)
6939,7311+-5671,[1640;12982],(77.6%),(visible;positive)
52511,7305+-5671,[1634;12976],(77.6%),(visible;positive)
49605,7294+-5671,[1623;12965],(77.7%),(visible;positive)
395621,7293+-5671,[1622;12964],(77.8%),(visible;positive)
45265,7292+-5671,[1621;12963],(77.8%),(visible;positive)
19429,7282+-5671,[1611;12953],(77.9%),(visible;positive)
136306,7281+-5671,[1610;12952],(77.9%),(visible;positive)
57886,7279+-5671,[1608;12950],(77.9%),(visible;positive)
26522,7276+-5671,[1605;12947],(77.9%),(visible;positive)
30391,7276+-5671,[1605;12947],(77.9%),(visible;positive)
28884,7275+-5671,[1604;12946],(78.0%),(visible;positive)
41757,7269+-5671,[1598;12940],(78.0%),(visible;positive)
3842,7268+-5671,[1597;12939],(78.0%),(visible;positive)
51752,7268+-5671,[1597;12939],(78.0%),(visible;positive)
22959,7265+-5671,[1594;12936],(78.1%),(visible;positive)
134952,7263+-5671,[1592;12934],(78.1%),(visible;positive)
62797,7262+-5671,[1591;12933],(78.1%),(visible;positive)
8167,7260+-5671,[1589;12931],(78.1%),(visible;positive)
5413,7254+-5671,[1583;12925],(78.2%),(visible;positive)
17665,7252+-5671,[1581;12923],(78.2%),(visible;positive)
50142,7245+-5671,[1574;12916],(78.3%),(visible;positive)
14453,7242+-5671,[1571;12913],(78.3%),(visible;positive)
1273,7238+-5671,[1567;12909],(78.4%),(visible;positive)
28355,7232+-5671,[1561;12903],(78.4%),(visible;positive)
17654,7231+-5671,[1560;12902],(78.4%),(visible;positive)
63859,7231+-5671,[1560;12902],(78.4%),(visible;positive)
9824,7229+-5671,[1558;12900],(78.4%),(visible;positive)
132453,7226+-5671,[1555;12897],(78.5%),(visible;positive)
202800,7226+-5671,[1555;12897],(78.5%),(visible;positive)
42604,7224+-5671,[1553;12895],(78.5%),(visible;positive)
201886,7224+-5671,[1553;12895],(78.5%),(visible;positive)
48532,7223+-5671,[1552;12894],(78.5%),(visible;positive)
266256,7223+-5671,[1552;12894],(78.5%),(visible;positive)
52004,7222+-5671,[1551;12893],(78.5%),(visible;positive)
27412,7221+-5671,[1550;12892],(78.5%),(visible;positive)
265713,7208+-5671,[1537;12879],(78.7%),(visible;positive)
35547,7205+-5671,[1534;12876],(78.7%),(visible;positive)
262707,7205+-5671,[1534;12876],(78.7%),(visible;positive)
132316,7203+-5671,[1532;12874],(78.7%),(visible;positive)
1616,7201+-5671,[1530;12872],(78.8%),(visible;positive)
40950,7200+-5671,[1529;12871],(78.8%),(visible;positive)
199342,7195+-5671,[1524;12866],(78.8%),(visible;positive)
51283,7192+-5671,[1521;12863],(78.9%),(visible;positive)
63954,7192+-5671,[1521;12863],(78.9%),(visible;positive)
14997,7163+-5671,[1492;12834],(79.2%),(visible;positive)
263284,7163+-5671,[1492;12834],(79.2%),(visible;positive)
61223,7162+-5671,[1491;12833],(79.2%),(visible;positive)
7080,7161+-5671,[1490;12832],(79.2%),(visible;positive)
4903,7160+-5671,[1489;12831],(79.2%),(visible;positive)
393976,7160+-5671,[1489;12831],(79.2%),(visible;positive)
13877,7159+-5671,[1488;12830],(79.2%),(visible;positive)
42002,7159+-5671,[1488;12830],(79.2%),(visible;positive)
61977,7159+-5671,[1488;12830],(79.2%),(visible;positive)
206328,7154+-5671,[1483;12825],(79.3%),(visible;positive)
46501,7153+-5671,[1482;12824],(79.3%),(visible;positive)
13438,7151+-5671,[1480;12822],(79.3%),(visible;positive)
56211,7151+-5671,[1480;12822],(79.3%),(visible;positive)
30536,7150+-5671,[1479;12821],(79.3%),(visible;positive)
1567,7146+-5671,[1475;12817],(79.4%),(visible;positive)
264186,7143+-5671,[1472;12814],(79.4%),(visible;positive)
40657,7142+-5671,[1471;12813],(79.4%),(visible;positive)
62087,7136+-5671,[1465;12807],(79.5%),(visible;positive)
132554,7130+-5671,[1459;12801],(79.5%),(visible;positive)
132670,7129+-5671,[1458;12800],(79.5%),(visible;positive)
4786,7127+-5671,[1456;12798],(79.6%),(visible;positive)
42100,7126+-5671,[1455;12797],(79.6%),(visible;positive)
37454,7124+-5671,[1453;12795],(79.6%),(visible;positive)
262562,7122+-5671,[1451;12793],(79.6%),(visible;positive)
327966,7121+-5671,[1450;12792],(79.6%),(visible;positive)
206994,7119+-5671,[1448;12790],(79.7%),(visible;positive)
22689,7118+-5671,[1447;12789],(79.7%),(visible;positive)
8075,7115+-5671,[1444;12786],(79.7%),(visible;positive)
57693,7107+-5671,[1436;12778],(79.8%),(visible;positive)
1125,7106+-5671,[1435;12777],(79.8%),(visible;positive)
24562,7103+-5671,[1432;12774],(79.8%),(visible;positive)
264200,7103+-5671,[1432;12774],(79.8%),(visible;positive)
199181,7099+-5671,[1428;12770],(79.9%),(visible;positive)
46775,7096+-5671,[1425;12767],(79.9%),(visible;positive)
56642,7094+-5671,[1423;12765],(79.9%),(visible;positive)
264570,7092+-5671,[1421;12763],(80.0%),(visible;positive)
205511,7090+-5671,[1419;12761],(80.0%),(visible;positive)
39928,7089+-5671,[1418;12760],(80.0%),(visible;positive)
133084,7089+-5671,[1418;12760],(80.0%),(visible;positive)
11352,7088+-5671,[1417;12759],(80.0%),(visible;positive)
34583,7081+-5671,[1410;12752],(80.1%),(visible;positive)
4670,7080+-5671,[1409;12751],(80.1%),(visible;positive)
5710,7080+-5671,[1409;12751],(80.1%),(visible;positive)
37906,7080+-5671,[1409;12751],(80.1%),(visible;positive)
18080,7077+-5671,[1406;12748],(80.1%),(visible;positive)
11539,7076+-5671,[1405;12747],(80.1%),(visible;positive)
44346,7072+-5671,[1401;12743],(80.2%),(visible;positive)
15605,7070+-5671,[1399;12741],(80.2%),(visible;positive)
201441,7070+-5671,[1399;12741],(80.2%),(visible;positive)
58021,7064+-5671,[1393;12735],(80.3%),(visible;positive)
53003,7063+-5671,[1392;12734],(80.3%),(visible;positive)
11959,7062+-5671,[1391;12733],(80.3%),(visible;positive)
23232,7062+-5671,[1391;12733],(80.3%),(visible;positive)
34351,7061+-5671,[1390;12732],(80.3%),(visible;positive)
52660,7060+-5671,[1389;12731],(80.3%),(visible;positive)
40125,7059+-5671,[1388;12730],(80.3%),(visible;positive)
17817,7057+-5671,[1386;12728],(80.4%),(visible;positive)
22227,7056+-5671,[1385;12727],(80.4%),(visible;positive)
135411,7056+-5671,[1385;12727],(80.4%),(visible;positive)
51953,7052+-5671,[1381;12723],(80.4%),(visible;positive)
201795,7051+-5671,[1380;12722],(80.4%),(visible;positive)
23786,7050+-5671,[1379;12721],(80.4%),(visible;positive)
41701,7049+-5671,[1378;12720],(80.5%),(visible;positive)
15405,7046+-5671,[1375;12717],(80.5%),(visible;positive)
45267,7046+-5671,[1375;12717],(80.5%),(visible;positive)
51906,7045+-5671,[1374;12716],(80.5%),(visible;positive)
203817,7042+-5671,[1371;12713],(80.5%),(visible;positive)
263341,7041+-5671,[1370;12712],(80.5%),(visible;positive)
51653,7035+-5671,[1364;12706],(80.6%),(visible;positive)
8997,7034+-5671,[1363;12705],(80.6%),(visible;positive)
25109,7032+-5671,[1361;12703],(80.6%),(visible;positive)
205107,7032+-5671,[1361;12703],(80.6%),(visible;positive)
38808,7031+-5671,[1360;12702],(80.7%),(visible;positive)
15502,7028+-5671,[1357;12699],(80.7%),(visible;positive)
60752,7028+-5671,[1357;12699],(80.7%),(visible;positive)
263307,7028+-5671,[1357;12699],(80.7%),(visible;positive)
41625,7027+-5671,[1356;12698],(80.7%),(visible;positive)
18943,7024+-5671,[1353;12695],(80.7%),(visible;positive)
202617,7023+-5671,[1352;12694],(80.7%),(visible;positive)
131895,7019+-5671,[1348;12690],(80.8%),(visible;positive)
45291,7011+-5671,[1340;12682],(80.9%),(visible;positive)
14850,7007+-5671,[1336;12678],(80.9%),(visible;positive)
17153,7002+-5671,[1331;12673],(81.0%),(visible;positive)
45892,7001+-5671,[1330;12672],(81.0%),(visible;positive)
328138,7001+-5671,[1330;12672],(81.0%),(visible;positive)
265722,7000+-5671,[1329;12671],(81.0%),(visible;positive)
13231,6992+-5671,[1321;12663],(81.1%),(visible;positive)
17563,6992+-5671,[1321;12663],(81.1%),(visible;positive)
199346,6989+-5671,[1318;12660],(81.1%),(visible;positive)
206379,6982+-5671,[1311;12653],(81.2%),(visible;positive)
266607,6980+-5671,[1309;12651],(81.2%),(visible;positive)
2107,6976+-5671,[1305;12647],(81.3%),(visible;positive)
24627,6975+-5671,[1304;12646],(81.3%),(visible;positive)
52187,6974+-5671,[1303;12645],(81.3%),(visible;positive)
327720,6973+-5671,[1302;12644],(81.3%),(visible;positive)
12722,6966+-5671,[1295;12637],(81.4%),(visible;positive)
46954,6966+-5671,[1295;12637],(81.4%),(visible;positive)
12750,6964+-5671,[1293;12635],(81.4%),(visible;positive)
33280,6963+-5671,[1292;12634],(81.4%),(visible;positive)
267523,6957+-5671,[1286;12628],(81.5%),(visible;positive)
291,6955+-5671,[1284;12626],(81.5%),(visible;positive)
28018,6955+-5671,[1284;12626],(81.5%),(visible;positive)
136090,6953+-5671,[1282;12624],(81.6%),(visible;positive)
28753,6951+-5671,[1280;12622],(81.6%),(visible;positive)
267537,6950+-5671,[1279;12621],(81.6%),(visible;positive)
24774,6949+-5671,[1278;12620],(81.6%),(visible;positive)
14707,6946+-5671,[1275;12617],(81.6%),(visible;positive)
24847,6946+-5671,[1275;12617],(81.6%),(visible;positive)
33514,6944+-5671,[1273;12615],(81.7%),(visible;positive)
35663,6940+-5671,[1269;12611],(81.7%),(visible;positive)
203882,6938+-5671,[1267;12609],(81.7%),(visible;positive)
203892,6937+-5671,[1266;12608],(81.8%),(visible;positive)
48870,6936+-5671,[1265;12607],(81.8%),(visible;positive)
17853,6932+-5671,[1261;12603],(81.8%),(visible;positive)
393436,6931+-5671,[1260;12602],(81.8%),(visible;positive)
206687,6921+-5671,[1250;12592],(81.9%),(visible;positive)
43706,6920+-5671,[1249;12591],(82.0%),(visible;positive)
50665,6918+-5671,[1247;12589],(82.0%),(visible;positive)
15664,6915+-5671,[1244;12586],(82.0%),(visible;positive)
13561,6913+-5671,[1242;12584],(82.0%),(visible;positive)
393763,6912+-5671,[1241;12583],(82.0%),(visible;positive)
20422,6910+-5671,[1239;12581],(82.1%),(visible;positive)
29714,6907+-5671,[1236;12578],(82.1%),(visible;positive)
198554,6902+-5671,[1231;12573],(82.2%),(visible;positive)
17080,6901+-5671,[1230;12572],(82.2%),(visible;positive)
54086,6901+-5671,[1230;12572],(82.2%),(visible;positive)
26341,6899+-5671,[1228;12570],(82.2%),(visible;positive)
59765,6899+-5671,[1228;12570],(82.2%),(visible;positive)
60235,6898+-5671,[1227;12569],(82.2%),(visible;positive)
133256,6894+-5671,[1223;12565],(82.3%),(visible;positive)
51980,6893+-5671,[1222;12564],(82.3%),(visible;positive)
16524,6892+-5671,[1221;12563],(82.3%),(visible;positive)
136214,6891+-5671,[1220;12562],(82.3%),(visible;positive)
393816,6886+-5671,[1215;12557],(82.4%),(visible;positive)
23250,6885+-5671,[1214;12556],(82.4%),(visible;positive)
13036,6882+-5671,[1211;12553],(82.4%),(visible;positive)
33596,6882+-5671,[1211;12553],(82.4%),(visible;positive)
21744,6878+-5671,[1207;12549],(82.5%),(visible;positive)
263026,6877+-5671,[1206;12548],(82.5%),(visible;positive)
134896,6874+-5671,[1203;12545],(82.5%),(visible;positive)
57344,6873+-5671,[1202;12544],(82.5%),(visible;positive)
41132,6872+-5671,[1201;12543],(82.5%),(visible;positive)
131224,6871+-5671,[1200;12542],(82.5%),(visible;positive)
263590,6870+-5671,[1199;12541],(82.5%),(visible;positive)
664,6869+-5671,[1198;12540],(82.6%),(visible;positive)
12984,6869+-5671,[1198;12540],(82.6%),(visible;positive)
202143,6868+-5671,[1197;12539],(82.6%),(visible;positive)
265256,6867+-5671,[1196;12538],(82.6%),(visible;positive)
57516,6865+-5671,[1194;12536],(82.6%),(visible;positive)
49753,6862+-5671,[1191;12533],(82.6%),(visible;positive)
36434,6855+-5671,[1184;12526],(82.7%),(visible;positive)
198356,6851+-5671,[1180;12522],(82.8%),(visible;positive)
10227,6849+-5671,[1178;12520],(82.8%),(visible;positive)
37164,6839+-5671,[1168;12510],(82.9%),(visible;positive)
135232,6839+-5671,[1168;12510],(82.9%),(visible;positive)
58486,6838+-5671,[1167;12509],(82.9%),(visible;positive)
37119,6836+-5671,[1165;12507],(83.0%),(visible;positive)
28412,6833+-5671,[1162;12504],(83.0%),(visible;positive)
264291,6833+-5671,[1162;12504],(83.0%),(visible;positive)
135794,6831+-5671,[1160;12502],(83.0%),(visible;positive)
262519,6831+-5671,[1160;12502],(83.0%),(visible;positive)
47877,6829+-5671,[1158;12500],(83.0%),(visible;positive)
17126,6822+-5671,[1151;12493],(83.1%),(visible;positive)
15889,6821+-5671,[1150;12492],(83.1%),(visible;positive)
17858,6821+-5671,[1150;12492],(83.1%),(visible;positive)
30873,6821+-5671,[1150;12492],(83.1%),(visible;positive)
11144,6814+-5671,[1143;12485],(83.2%),(visible;positive)
26516,6814+-5671,[1143;12485],(83.2%),(visible;positive)
45559,6810+-5671,[1139;12481],(83.3%),(visible;positive)
131435,6804+-5671,[1133;12475],(83.3%),(visible;positive)
19666,6802+-5671,[1131;12473],(83.4%),(visible;positive)
196678,6802+-5671,[1131;12473],(83.4%),(visible;positive)
395040,6802+-5671,[1131;12473],(83.4%),(visible;positive)
14653,6801+-5671,[1130;12472],(83.4%),(visible;positive)
197550,6800+-5671,[1129;12471],(83.4%),(visible;positive)
263101,6799+-5671,[1128;12470],(83.4%),(visible;positive)
29802,6797+-5671,[1126;12468],(83.4%),(visible;positive)
19753,6796+-5671,[1125;12467],(83.4%),(visible;positive)
33730,6796+-5671,[1125;12467],(83.4%),(visible;positive)
39508,6795+-5671,[1124;12466],(83.5%),(visible;positive)
53255,6794+-5671,[1123;12465],(83.5%),(visible;positive)
132753,6794+-5671,[1123;12465],(83.5%),(visible;positive)
395535,6794+-5671,[1123;12465],(83.5%),(visible;positive)
63071,6792+-5671,[1121;12463],(83.5%),(visible;positive)
31140,6791+-5671,[1120;12462],(83.5%),(visible;positive)
60103,6789+-5671,[1118;12460],(83.5%),(visible;positive)
205933,6788+-5671,[1117;12459],(83.5%),(visible;positive)
47674,6787+-5671,[1116;12458],(83.6%),(visible;positive)
61247,6785+-5671,[1114;12456],(83.6%),(visible;positive)
28630,6780+-5671,[1109;12451],(83.6%),(visible;positive)
15304,6778+-5671,[1107;12449],(83.7%),(visible;positive)
30554,6778+-5671,[1107;12449],(83.7%),(visible;positive)
36915,6777+-5671,[1106;12448],(83.7%),(visible;positive)
134269,6776+-5671,[1105;12447],(83.7%),(visible;positive)
56923,6773+-5671,[1102;12444],(83.7%),(visible;positive)
135385,6771+-5671,[1100;12442],(83.8%),(visible;positive)
61769,6769+-5671,[1098;12440],(83.8%),(visible;positive)
11921,6768+-5671,[1097;12439],(83.8%),(visible;positive)
203126,6767+-5671,[1096;12438],(83.8%),(visible;positive)
204175,6767+-5671,[1096;12438],(83.8%),(visible;positive)
55963,6765+-5671,[1094;12436],(83.8%),(visible;positive)
2738,6764+-5671,[1093;12435],(83.8%),(visible;positive)
49981,6762+-5671,[1091;12433],(83.9%),(visible;positive)
58599,6762+-5671,[1091;12433],(83.9%),(visible;positive)
15271,6761+-5671,[1090;12432],(83.9%),(visible;positive)
19696,6761+-5671,[1090;12432],(83.9%),(visible;positive)
11947,6760+-5671,[1089;12431],(83.9%),(visible;positive)
26577,6756+-5671,[1085;12427],(83.9%),(visible;positive)
202791,6756+-5671,[1085;12427],(83.9%),(visible;positive)
28123,6755+-5671,[1084;12426],(84.0%),(visible;positive)
135384,6747+-5671,[1076;12418],(84.1%),(visible;positive)
22515,6746+-5671,[1075;12417],(84.1%),(visible;positive)
18812,6745+-5671,[1074;12416],(84.1%),(visible;positive)
36844,6745+-5671,[1074;12416],(84.1%),(visible;positive)
36900,6743+-5671,[1072;12414],(84.1%),(visible;positive)
202033,6741+-5671,[1070;12412],(84.1%),(visible;positive)
396070,6741+-5671,[1070;12412],(84.1%),(visible;positive)
62201,6739+-5671,[1068;12410],(84.2%),(visible;positive)
17014,6738+-5671,[1067;12409],(84.2%),(visible;positive)
9235,6736+-5671,[1065;12407],(84.2%),(visible;positive)
263988,6736+-5671,[1065;12407],(84.2%),(visible;positive)
21615,6734+-5671,[1063;12405],(84.2%),(visible;positive)
394571,6733+-5671,[1062;12404],(84.2%),(visible;positive)
328207,6732+-5671,[1061;12403],(84.2%),(visible;positive)
11409,6730+-5671,[1059;12401],(84.3%),(visible;positive)
18114,6730+-5671,[1059;12401],(84.3%),(visible;positive)
56667,6730+-5671,[1059;12401],(84.3%),(visible;positive)
22241,6729+-5671,[1058;12400],(84.3%),(visible;positive)
24210,6729+-5671,[1058;12400],(84.3%),(visible;positive)
133703,6727+-5671,[1056;12398],(84.3%),(visible;positive)
263501,6727+-5671,[1056;12398],(84.3%),(visible;positive)
35769,6724+-5671,[1053;12395],(84.3%),(visible;positive)
62696,6719+-5671,[1048;12390],(84.4%),(visible;positive)
40806,6716+-5671,[1045;12387],(84.4%),(visible;positive)
46822,6710+-5671,[1039;12381],(84.5%),(visible;positive)
199635,6710+-5671,[1039;12381],(84.5%),(visible;positive)
29182,6709+-5671,[1038;12380],(84.5%),(visible;positive)
61709,6709+-5671,[1038;12380],(84.5%),(visible;positive)
50227,6707+-5671,[1036;12378],(84.6%),(visible;positive)
136377,6706+-5671,[1035;12377],(84.6%),(visible;positive)
22606,6704+-5671,[1033;12375],(84.6%),(visible;positive)
132089,6704+-5671,[1033;12375],(84.6%),(visible;positive)
34668,6700+-5671,[1029;12371],(84.6%),(visible;positive)
26775,6697+-5671,[1026;12368],(84.7%),(visible;positive)
132263,6697+-5671,[1026;12368],(84.7%),(visible;positive)
265932,6690+-5671,[1019;12361],(84.8%),(visible;positive)
55330,6687+-5671,[1016;12358],(84.8%),(visible;positive)
34389,6684+-5671,[1013;12355],(84.8%),(visible;positive)
264490,6682+-5671,[1011;12353],(84.9%),(visible;positive)
136211,6681+-5671,[1010;12352],(84.9%),(visible;positive)
135918,6679+-5671,[1008;12350],(84.9%),(visible;positive)
8660,6678+-5671,[1007;12349],(84.9%),(visible;positive)
39058,6678+-5671,[1007;12349],(84.9%),(visible;positive)
202909,6678+-5671,[1007;12349],(84.9%),(visible;positive)
14066,6677+-5671,[1006;12348],(84.9%),(visible;positive)
266132,6675+-5671,[1004;12346],(85.0%),(visible;positive)
55406,6671+-5671,[1000;12342],(85.0%),(visible;positive)
136454,6670+-5671,[999;12341],(85.0%),(visible;positive)
198922,6667+-5671,[996;12338],(85.1%),(visible;positive)
56772,6666+-5671,[995;12337],(85.1%),(visible;positive)
52685,6665+-5671,[994;12336],(85.1%),(visible;positive)
202725,6665+-5671,[994;12336],(85.1%),(visible;positive)
12759,6664+-5671,[993;12335],(85.1%),(visible;positive)
13667,6662+-5671,[991;12333],(85.1%),(visible;positive)
29070,6662+-5671,[991;12333],(85.1%),(visible;positive)
12346,6661+-5671,[990;12332],(85.1%),(visible;positive)
48152,6661+-5671,[990;12332],(85.1%),(visible;positive)
395767,6661+-5671,[990;12332],(85.1%),(visible;positive)
135653,6660+-5671,[989;12331],(85.2%),(visible;positive)
206055,6660+-5671,[989;12331],(85.2%),(visible;positive)
43981,6655+-5671,[984;12326],(85.2%),(visible;positive)
28613,6654+-5671,[983;12325],(85.2%),(visible;positive)
37623,6654+-5671,[983;12325],(85.2%),(visible;positive)
24475,6653+-5671,[982;12324],(85.2%),(visible;positive)
46803,6653+-5671,[982;12324],(85.2%),(visible;positive)
22253,6652+-5671,[981;12323],(85.3%),(visible;positive)
206647,6652+-5671,[981;12323],(85.3%),(visible;positive)
11524,6650+-5671,[979;12321],(85.3%),(visible;positive)
11594,6648+-5671,[977;12319],(85.3%),(visible;positive)
206685,6646+-5671,[975;12317],(85.3%),(visible;positive)
22489,6644+-5671,[973;12315],(85.4%),(visible;positive)
51081,6644+-5671,[973;12315],(85.4%),(visible;positive)
57522,6641+-5671,[970;12312],(85.4%),(visible;positive)
133615,6641+-5671,[970;12312],(85.4%),(visible;positive)
394729,6641+-5671,[970;12312],(85.4%),(visible;positive)
393901,6640+-5671,[969;12311],(85.4%),(visible;positive)
8601,6639+-5671,[968;12310],(85.4%),(visible;positive)
21655,6639+-5671,[968;12310],(85.4%),(visible;positive)
41321,6637+-5671,[966;12308],(85.4%),(visible;positive)
56705,6635+-5671,[964;12306],(85.5%),(visible;positive)
64432,6635+-5671,[964;12306],(85.5%),(visible;positive)
22764,6634+-5671,[963;12305],(85.5%),(visible;positive)
16188,6632+-5671,[961;12303],(85.5%),(visible;positive)
54452,6630+-5671,[959;12301],(85.5%),(visible;positive)
30175,6628+-5671,[957;12299],(85.6%),(visible;positive)
46369,6626+-5671,[955;12297],(85.6%),(visible;positive)
197952,6626+-5671,[955;12297],(85.6%),(visible;positive)
265935,6626+-5671,[955;12297],(85.6%),(visible;positive)
39293,6625+-5671,[954;12296],(85.6%),(visible;positive)
57166,6622+-5671,[951;12293],(85.6%),(visible;positive)
62901,6622+-5671,[951;12293],(85.6%),(visible;positive)
25515,6619+-5671,[948;12290],(85.7%),(visible;positive)
48892,6617+-5671,[946;12288],(85.7%),(visible;positive)
394725,6617+-5671,[946;12288],(85.7%),(visible;positive)
7381,6616+-5671,[945;12287],(85.7%),(visible;positive)
56982,6615+-5671,[944;12286],(85.7%),(visible;positive)
47291,6614+-5671,[943;12285],(85.7%),(visible;positive)
17240,6613+-5671,[942;12284],(85.8%),(visible;positive)
262997,6611+-5671,[940;12282],(85.8%),(visible;positive)
39035,6610+-5671,[939;12281],(85.8%),(visible;positive)
61754,6608+-5671,[937;12279],(85.8%),(visible;positive)
206497,6608+-5671,[937;12279],(85.8%),(visible;positive)
14832,6606+-5671,[935;12277],(85.8%),(visible;positive)
131737,6604+-5671,[933;12275],(85.9%),(visible;positive)
17662,6603+-5671,[932;12274],(85.9%),(visible;positive)
132250,6603+-5671,[932;12274],(85.9%),(visible;positive)
136480,6602+-5671,[931;12273],(85.9%),(visible;positive)
13491,6601+-5671,[930;12272],(85.9%),(visible;positive)
3356,6597+-5671,[926;12268],(86.0%),(visible;positive)
2601,6595+-5671,[924;12266],(86.0%),(visible;positive)
56784,6593+-5671,[922;12264],(86.0%),(visible;positive)
11758,6590+-5671,[919;12261],(86.1%),(visible;positive)
38843,6590+-5671,[919;12261],(86.1%),(visible;positive)
7055,6588+-5671,[917;12259],(86.1%),(visible;positive)
56175,6585+-5671,[914;12256],(86.1%),(visible;positive)
132053,6584+-5671,[913;12255],(86.1%),(visible;positive)
51843,6583+-5671,[912;12254],(86.1%),(visible;positive)
265442,6583+-5671,[912;12254],(86.1%),(visible;positive)
41582,6581+-5671,[910;12252],(86.2%),(visible;positive)
59942,6580+-5671,[909;12251],(86.2%),(visible;positive)
35720,6572+-5671,[901;12243],(86.3%),(visible;positive)
9800,6568+-5671,[897;12239],(86.3%),(visible;positive)
202808,6562+-5671,[891;12233],(86.4%),(visible;positive)
16169,6558+-5671,[887;12229],(86.5%),(visible;positive)
394118,6557+-5671,[886;12228],(86.5%),(visible;positive)
36814,6554+-5671,[883;12225],(86.5%),(visible;positive)
47664,6554+-5671,[883;12225],(86.5%),(visible;positive)
23732,6552+-5671,[881;12223],(86.6%),(visible;positive)
55512,6550+-5671,[879;12221],(86.6%),(visible;positive)
63850,6549+-5671,[878;12220],(86.6%),(visible;positive)
