ASNumber,BinValue+-NoiseValue,[BinValue-NoiseValue;BinValue+NoiseValue],(NoisePercent=BinValue/NoiseValue),(Status(NoisePercent<100%);Status(BinValue-NoiseValue>0))
42518,5957+-5671,[286;11628],(95.2%),(visible;positive)
264812,5957+-5671,[286;11628],(95.2%),(visible;positive)
7212,5955+-5671,[284;11626],(95.2%),(visible;positive)
264600,5954+-5671,[283;11625],(95.2%),(visible;positive)
13624,5953+-5671,[282;11624],(95.3%),(visible;positive)
38484,5953+-5671,[282;11624],(95.3%),(visible;positive)
64456,5953+-5671,[282;11624],(95.3%),(visible;positive)
25081,5952+-5671,[281;11623],(95.3%),(visible;positive)
4717,5950+-5671,[279;11621],(95.3%),(visible;positive)
34324,5950+-5671,[279;11621],(95.3%),(visible;positive)
43517,5946+-5671,[275;11617],(95.4%),(visible;positive)
50980,5943+-5671,[272;11614],(95.4%),(visible;positive)
34728,5942+-5671,[271;11613],(95.4%),(visible;positive)
266604,5940+-5671,[269;11611],(95.5%),(visible;positive)
18201,5939+-5671,[268;11610],(95.5%),(visible;positive)
262364,5938+-5671,[267;11609],(95.5%),(visible;positive)
30218,5937+-5671,[266;11608],(95.5%),(visible;positive)
48087,5936+-5671,[265;11607],(95.5%),(visible;positive)
49313,5934+-5671,[263;11605],(95.6%),(visible;positive)
202634,5934+-5671,[263;11605],(95.6%),(visible;positive)
44521,5933+-5671,[262;11604],(95.6%),(visible;positive)
47820,5933+-5671,[262;11604],(95.6%),(visible;positive)
134058,5933+-5671,[262;11604],(95.6%),(visible;positive)
198613,5932+-5671,[261;11603],(95.6%),(visible;positive)
199661,5931+-5671,[260;11602],(95.6%),(visible;positive)
24835,5930+-5671,[259;11601],(95.6%),(visible;positive)
202230,5930+-5671,[259;11601],(95.6%),(visible;positive)
203762,5930+-5671,[259;11601],(95.6%),(visible;positive)
32873,5928+-5671,[257;11599],(95.7%),(visible;positive)
9709,5927+-5671,[256;11598],(95.7%),(visible;positive)
43104,5927+-5671,[256;11598],(95.7%),(visible;positive)
12519,5926+-5671,[255;11597],(95.7%),(visible;positive)
203239,5924+-5671,[253;11595],(95.7%),(visible;positive)
265913,5923+-5671,[252;11594],(95.7%),(visible;positive)
24546,5921+-5671,[250;11592],(95.8%),(visible;positive)
44020,5919+-5671,[248;11590],(95.8%),(visible;positive)
201622,5918+-5671,[247;11589],(95.8%),(visible;positive)
197495,5917+-5671,[246;11588],(95.8%),(visible;positive)
19993,5916+-5671,[245;11587],(95.9%),(visible;positive)
24248,5916+-5671,[245;11587],(95.9%),(visible;positive)
6813,5915+-5671,[244;11586],(95.9%),(visible;positive)
46055,5915+-5671,[244;11586],(95.9%),(visible;positive)
54520,5915+-5671,[244;11586],(95.9%),(visible;positive)
16715,5914+-5671,[243;11585],(95.9%),(visible;positive)
17108,5914+-5671,[243;11585],(95.9%),(visible;positive)
60220,5914+-5671,[243;11585],(95.9%),(visible;positive)
48613,5913+-5671,[242;11584],(95.9%),(visible;positive)
53692,5908+-5671,[237;11579],(96.0%),(visible;positive)
264823,5906+-5671,[235;11577],(96.0%),(visible;positive)
263926,5905+-5671,[234;11576],(96.0%),(visible;positive)
49559,5903+-5671,[232;11574],(96.1%),(visible;positive)
135865,5903+-5671,[232;11574],(96.1%),(visible;positive)
198063,5902+-5671,[231;11573],(96.1%),(visible;positive)
57079,5901+-5671,[230;11572],(96.1%),(visible;positive)
21073,5900+-5671,[229;11571],(96.1%),(visible;positive)
38320,5900+-5671,[229;11571],(96.1%),(visible;positive)
18843,5899+-5671,[228;11570],(96.1%),(visible;positive)
41260,5899+-5671,[228;11570],(96.1%),(visible;positive)
52971,5899+-5671,[228;11570],(96.1%),(visible;positive)
58539,5899+-5671,[228;11570],(96.1%),(visible;positive)
62323,5898+-5671,[227;11569],(96.2%),(visible;positive)
25641,5897+-5671,[226;11568],(96.2%),(visible;positive)
198098,5896+-5671,[225;11567],(96.2%),(visible;positive)
62585,5895+-5671,[224;11566],(96.2%),(visible;positive)
263817,5895+-5671,[224;11566],(96.2%),(visible;positive)
39377,5894+-5671,[223;11565],(96.2%),(visible;positive)
42649,5894+-5671,[223;11565],(96.2%),(visible;positive)
22575,5893+-5671,[222;11564],(96.2%),(visible;positive)
54759,5893+-5671,[222;11564],(96.2%),(visible;positive)
198917,5892+-5671,[221;11563],(96.2%),(visible;positive)
51973,5891+-5671,[220;11562],(96.3%),(visible;positive)
197887,5888+-5671,[217;11559],(96.3%),(visible;positive)
11956,5882+-5671,[211;11553],(96.4%),(visible;positive)
41268,5882+-5671,[211;11553],(96.4%),(visible;positive)
58715,5882+-5671,[211;11553],(96.4%),(visible;positive)
206606,5882+-5671,[211;11553],(96.4%),(visible;positive)
132406,5880+-5671,[209;11551],(96.4%),(visible;positive)
133404,5880+-5671,[209;11551],(96.4%),(visible;positive)
26985,5878+-5671,[207;11549],(96.5%),(visible;positive)
8672,5877+-5671,[206;11548],(96.5%),(visible;positive)
44225,5877+-5671,[206;11548],(96.5%),(visible;positive)
34674,5875+-5671,[204;11546],(96.5%),(visible;positive)
36020,5875+-5671,[204;11546],(96.5%),(visible;positive)
6893,5873+-5671,[202;11544],(96.6%),(visible;positive)
11025,5873+-5671,[202;11544],(96.6%),(visible;positive)
8283,5872+-5671,[201;11543],(96.6%),(visible;positive)
30402,5872+-5671,[201;11543],(96.6%),(visible;positive)
58462,5871+-5671,[200;11542],(96.6%),(visible;positive)
205898,5871+-5671,[200;11542],(96.6%),(visible;positive)
262973,5871+-5671,[200;11542],(96.6%),(visible;positive)
29721,5870+-5671,[199;11541],(96.6%),(visible;positive)
36286,5870+-5671,[199;11541],(96.6%),(visible;positive)
27541,5867+-5671,[196;11538],(96.7%),(visible;positive)
2153,5866+-5671,[195;11537],(96.7%),(visible;positive)
201727,5865+-5671,[194;11536],(96.7%),(visible;positive)
17996,5863+-5671,[192;11534],(96.7%),(visible;positive)
21578,5863+-5671,[192;11534],(96.7%),(visible;positive)
26277,5863+-5671,[192;11534],(96.7%),(visible;positive)
58650,5862+-5671,[191;11533],(96.7%),(visible;positive)
394790,5862+-5671,[191;11533],(96.7%),(visible;positive)
16889,5861+-5671,[190;11532],(96.8%),(visible;positive)
34930,5861+-5671,[190;11532],(96.8%),(visible;positive)
53780,5861+-5671,[190;11532],(96.8%),(visible;positive)
24818,5860+-5671,[189;11531],(96.8%),(visible;positive)
46433,5858+-5671,[187;11529],(96.8%),(visible;positive)
47442,5858+-5671,[187;11529],(96.8%),(visible;positive)
393542,5857+-5671,[186;11528],(96.8%),(visible;positive)
1945,5856+-5671,[185;11527],(96.8%),(visible;positive)
60930,5855+-5671,[184;11526],(96.9%),(visible;positive)
267460,5855+-5671,[184;11526],(96.9%),(visible;positive)
12552,5854+-5671,[183;11525],(96.9%),(visible;positive)
13612,5854+-5671,[183;11525],(96.9%),(visible;positive)
53326,5851+-5671,[180;11522],(96.9%),(visible;positive)
263120,5851+-5671,[180;11522],(96.9%),(visible;positive)
6855,5849+-5671,[178;11520],(97.0%),(visible;positive)
61712,5849+-5671,[178;11520],(97.0%),(visible;positive)
1676,5848+-5671,[177;11519],(97.0%),(visible;positive)
20799,5848+-5671,[177;11519],(97.0%),(visible;positive)
52966,5848+-5671,[177;11519],(97.0%),(visible;positive)
48693,5847+-5671,[176;11518],(97.0%),(visible;positive)
49771,5847+-5671,[176;11518],(97.0%),(visible;positive)
53964,5847+-5671,[176;11518],(97.0%),(visible;positive)
56649,5847+-5671,[176;11518],(97.0%),(visible;positive)
198774,5846+-5671,[175;11517],(97.0%),(visible;positive)
48224,5845+-5671,[174;11516],(97.0%),(visible;positive)
38006,5841+-5671,[170;11512],(97.1%),(visible;positive)
54778,5841+-5671,[170;11512],(97.1%),(visible;positive)
133953,5841+-5671,[170;11512],(97.1%),(visible;positive)
13799,5837+-5671,[166;11508],(97.2%),(visible;positive)
55237,5836+-5671,[165;11507],(97.2%),(visible;positive)
203610,5836+-5671,[165;11507],(97.2%),(visible;positive)
263512,5836+-5671,[165;11507],(97.2%),(visible;positive)
262696,5835+-5671,[164;11506],(97.2%),(visible;positive)
36807,5834+-5671,[163;11505],(97.2%),(visible;positive)
197094,5833+-5671,[162;11504],(97.2%),(visible;positive)
32752,5832+-5671,[161;11503],(97.2%),(visible;positive)
136585,5831+-5671,[160;11502],(97.3%),(visible;positive)
41841,5830+-5671,[159;11501],(97.3%),(visible;positive)
51394,5830+-5671,[159;11501],(97.3%),(visible;positive)
132015,5830+-5671,[159;11501],(97.3%),(visible;positive)
57353,5828+-5671,[157;11499],(97.3%),(visible;positive)
48222,5827+-5671,[156;11498],(97.3%),(visible;positive)
56599,5826+-5671,[155;11497],(97.3%),(visible;positive)
15644,5824+-5671,[153;11495],(97.4%),(visible;positive)
54795,5823+-5671,[152;11494],(97.4%),(visible;positive)
40095,5822+-5671,[151;11493],(97.4%),(visible;positive)
265183,5822+-5671,[151;11493],(97.4%),(visible;positive)
395077,5821+-5671,[150;11492],(97.4%),(visible;positive)
56918,5820+-5671,[149;11491],(97.4%),(visible;positive)
10099,5819+-5671,[148;11490],(97.5%),(visible;positive)
36249,5816+-5671,[145;11487],(97.5%),(visible;positive)
132098,5816+-5671,[145;11487],(97.5%),(visible;positive)
15668,5814+-5671,[143;11485],(97.5%),(visible;positive)
327833,5814+-5671,[143;11485],(97.5%),(visible;positive)
23248,5813+-5671,[142;11484],(97.6%),(visible;positive)
33574,5813+-5671,[142;11484],(97.6%),(visible;positive)
206460,5813+-5671,[142;11484],(97.6%),(visible;positive)
57828,5812+-5671,[141;11483],(97.6%),(visible;positive)
59686,5812+-5671,[141;11483],(97.6%),(visible;positive)
31195,5810+-5671,[139;11481],(97.6%),(visible;positive)
264967,5808+-5671,[137;11479],(97.6%),(visible;positive)
22690,5807+-5671,[136;11478],(97.7%),(visible;positive)
51158,5807+-5671,[136;11478],(97.7%),(visible;positive)
8382,5804+-5671,[133;11475],(97.7%),(visible;positive)
28678,5804+-5671,[133;11475],(97.7%),(visible;positive)
135172,5803+-5671,[132;11474],(97.7%),(visible;positive)
34893,5801+-5671,[130;11472],(97.8%),(visible;positive)
263981,5801+-5671,[130;11472],(97.8%),(visible;positive)
23090,5799+-5671,[128;11470],(97.8%),(visible;positive)
35039,5799+-5671,[128;11470],(97.8%),(visible;positive)
51794,5799+-5671,[128;11470],(97.8%),(visible;positive)
5721,5798+-5671,[127;11469],(97.8%),(visible;positive)
264960,5798+-5671,[127;11469],(97.8%),(visible;positive)
13134,5795+-5671,[124;11466],(97.9%),(visible;positive)
48572,5795+-5671,[124;11466],(97.9%),(visible;positive)
51439,5795+-5671,[124;11466],(97.9%),(visible;positive)
62646,5795+-5671,[124;11466],(97.9%),(visible;positive)
199494,5794+-5671,[123;11465],(97.9%),(visible;positive)
84,5792+-5671,[121;11463],(97.9%),(visible;positive)
31100,5792+-5671,[121;11463],(97.9%),(visible;positive)
63001,5790+-5671,[119;11461],(97.9%),(visible;positive)
10294,5786+-5671,[115;11457],(98.0%),(visible;positive)
46781,5785+-5671,[114;11456],(98.0%),(visible;positive)
15399,5782+-5671,[111;11453],(98.1%),(visible;positive)
38517,5779+-5671,[108;11450],(98.1%),(visible;positive)
41744,5778+-5671,[107;11449],(98.1%),(visible;positive)
45733,5777+-5671,[106;11448],(98.2%),(visible;positive)
57809,5772+-5671,[101;11443],(98.3%),(visible;positive)
53049,5771+-5671,[100;11442],(98.3%),(visible;positive)
199086,5770+-5671,[99;11441],(98.3%),(visible;positive)
18167,5769+-5671,[98;11440],(98.3%),(visible;positive)
263635,5769+-5671,[98;11440],(98.3%),(visible;positive)
49739,5768+-5671,[97;11439],(98.3%),(visible;positive)
26557,5766+-5671,[95;11437],(98.4%),(visible;positive)
53483,5766+-5671,[95;11437],(98.4%),(visible;positive)
19117,5765+-5671,[94;11436],(98.4%),(visible;positive)
3279,5764+-5671,[93;11435],(98.4%),(visible;positive)
44603,5763+-5671,[92;11434],(98.4%),(visible;positive)
202847,5761+-5671,[90;11432],(98.4%),(visible;positive)
4637,5760+-5671,[89;11431],(98.5%),(visible;positive)
15902,5760+-5671,[89;11431],(98.5%),(visible;positive)
202979,5760+-5671,[89;11431],(98.5%),(visible;positive)
14354,5758+-5671,[87;11429],(98.5%),(visible;positive)
201355,5758+-5671,[87;11429],(98.5%),(visible;positive)
22130,5757+-5671,[86;11428],(98.5%),(visible;positive)
49964,5757+-5671,[86;11428],(98.5%),(visible;positive)
49712,5756+-5671,[85;11427],(98.5%),(visible;positive)
57741,5756+-5671,[85;11427],(98.5%),(visible;positive)
60238,5756+-5671,[85;11427],(98.5%),(visible;positive)
24619,5754+-5671,[83;11425],(98.6%),(visible;positive)
51681,5753+-5671,[82;11424],(98.6%),(visible;positive)
59185,5752+-5671,[81;11423],(98.6%),(visible;positive)
134183,5751+-5671,[80;11422],(98.6%),(visible;positive)
30900,5745+-5671,[74;11416],(98.7%),(visible;positive)
57485,5745+-5671,[74;11416],(98.7%),(visible;positive)
53444,5744+-5671,[73;11415],(98.7%),(visible;positive)
1935,5743+-5671,[72;11414],(98.7%),(visible;positive)
53767,5743+-5671,[72;11414],(98.7%),(visible;positive)
28827,5742+-5671,[71;11413],(98.8%),(visible;positive)
264970,5742+-5671,[71;11413],(98.8%),(visible;positive)
393362,5740+-5671,[69;11411],(98.8%),(visible;positive)
13002,5739+-5671,[68;11410],(98.8%),(visible;positive)
57169,5738+-5671,[67;11409],(98.8%),(visible;positive)
396372,5738+-5671,[67;11409],(98.8%),(visible;positive)
28836,5737+-5671,[66;11408],(98.8%),(visible;positive)
40903,5736+-5671,[65;11407],(98.9%),(visible;positive)
48766,5736+-5671,[65;11407],(98.9%),(visible;positive)
7314,5735+-5671,[64;11406],(98.9%),(visible;positive)
62840,5733+-5671,[62;11404],(98.9%),(visible;positive)
28526,5732+-5671,[61;11403],(98.9%),(visible;positive)
25472,5731+-5671,[60;11402],(99.0%),(visible;positive)
32423,5731+-5671,[60;11402],(99.0%),(visible;positive)
46034,5730+-5671,[59;11401],(99.0%),(visible;positive)
30465,5728+-5671,[57;11399],(99.0%),(visible;positive)
136561,5727+-5671,[56;11398],(99.0%),(visible;positive)
197893,5727+-5671,[56;11398],(99.0%),(visible;positive)
36197,5726+-5671,[55;11397],(99.0%),(visible;positive)
264788,5726+-5671,[55;11397],(99.0%),(visible;positive)
33202,5725+-5671,[54;11396],(99.1%),(visible;positive)
19131,5724+-5671,[53;11395],(99.1%),(visible;positive)
205522,5724+-5671,[53;11395],(99.1%),(visible;positive)
35307,5723+-5671,[52;11394],(99.1%),(visible;positive)
394786,5723+-5671,[52;11394],(99.1%),(visible;positive)
8917,5722+-5671,[51;11393],(99.1%),(visible;positive)
35686,5721+-5671,[50;11392],(99.1%),(visible;positive)
57567,5721+-5671,[50;11392],(99.1%),(visible;positive)
36985,5719+-5671,[48;11390],(99.2%),(visible;positive)
44924,5719+-5671,[48;11390],(99.2%),(visible;positive)
38533,5717+-5671,[46;11388],(99.2%),(visible;positive)
267486,5717+-5671,[46;11388],(99.2%),(visible;positive)
14323,5716+-5671,[45;11387],(99.2%),(visible;positive)
264493,5714+-5671,[43;11385],(99.2%),(visible;positive)
132819,5712+-5671,[41;11383],(99.3%),(visible;positive)
56411,5711+-5671,[40;11382],(99.3%),(visible;positive)
12737,5710+-5671,[39;11381],(99.3%),(visible;positive)
134658,5710+-5671,[39;11381],(99.3%),(visible;positive)
197775,5710+-5671,[39;11381],(99.3%),(visible;positive)
61334,5708+-5671,[37;11379],(99.4%),(visible;positive)
264321,5708+-5671,[37;11379],(99.4%),(visible;positive)
4466,5705+-5671,[34;11376],(99.4%),(visible;positive)
52667,5705+-5671,[34;11376],(99.4%),(visible;positive)
53530,5705+-5671,[34;11376],(99.4%),(visible;positive)
60749,5705+-5671,[34;11376],(99.4%),(visible;positive)
8381,5703+-5671,[32;11374],(99.4%),(visible;positive)
262979,5703+-5671,[32;11374],(99.4%),(visible;positive)
10130,5702+-5671,[31;11373],(99.5%),(visible;positive)
37236,5702+-5671,[31;11373],(99.5%),(visible;positive)
59946,5702+-5671,[31;11373],(99.5%),(visible;positive)
37505,5701+-5671,[30;11372],(99.5%),(visible;positive)
37627,5701+-5671,[30;11372],(99.5%),(visible;positive)
24920,5700+-5671,[29;11371],(99.5%),(visible;positive)
54875,5700+-5671,[29;11371],(99.5%),(visible;positive)
264525,5700+-5671,[29;11371],(99.5%),(visible;positive)
51207,5698+-5671,[27;11369],(99.5%),(visible;positive)
46227,5697+-5671,[26;11368],(99.5%),(visible;positive)
46562,5696+-5671,[25;11367],(99.6%),(visible;positive)
393513,5696+-5671,[25;11367],(99.6%),(visible;positive)
52711,5694+-5671,[23;11365],(99.6%),(visible;positive)
39477,5693+-5671,[22;11364],(99.6%),(visible;positive)
52186,5693+-5671,[22;11364],(99.6%),(visible;positive)
16326,5692+-5671,[21;11363],(99.6%),(visible;positive)
57811,5692+-5671,[21;11363],(99.6%),(visible;positive)
34199,5691+-5671,[20;11362],(99.6%),(visible;positive)
395478,5690+-5671,[19;11361],(99.7%),(visible;positive)
16402,5689+-5671,[18;11360],(99.7%),(visible;positive)
42036,5685+-5671,[14;11356],(99.8%),(visible;positive)
27153,5683+-5671,[12;11354],(99.8%),(visible;positive)
39551,5683+-5671,[12;11354],(99.8%),(visible;positive)
15116,5681+-5671,[10;11352],(99.8%),(visible;positive)
47570,5680+-5671,[9;11351],(99.8%),(visible;positive)
52358,5679+-5671,[8;11350],(99.9%),(visible;positive)
16992,5678+-5671,[7;11349],(99.9%),(visible;positive)
1798,5674+-5671,[3;11345],(99.9%),(visible;positive)
42022,5674+-5671,[3;11345],(99.9%),(visible;positive)
Unmatched,173263+-5671,[167592;178934],(3.3%),(visible;positive)
EntryConnectionCount,7047759+-5671,[7042088;7053430],(0.1%),(visible;positive)
