ASNumber,BinValue+-NoiseValue,[BinValue-NoiseValue;BinValue+NoiseValue],(NoisePercent=BinValue/NoiseValue),(Status(NoisePercent<100%);Status(BinValue-NoiseValue>0))
291,2811+-5671,[-2860;8482],(201.7%),(obscured;zero)
44081,2802+-5671,[-2869;8473],(202.4%),(obscured;zero)
51653,2797+-5671,[-2874;8468],(202.8%),(obscured;zero)
11956,2795+-5671,[-2876;8466],(202.9%),(obscured;zero)
62646,2785+-5671,[-2886;8456],(203.6%),(obscured;zero)
26277,2762+-5671,[-2909;8433],(205.3%),(obscured;zero)
21288,2750+-5671,[-2921;8421],(206.2%),(obscured;zero)
394672,2741+-5671,[-2930;8412],(206.9%),(obscured;zero)
1267,2733+-5671,[-2938;8404],(207.5%),(obscured;zero)
17080,2718+-5671,[-2953;8389],(208.6%),(obscured;zero)
206281,2711+-5671,[-2960;8382],(209.2%),(obscured;zero)
56982,2705+-5671,[-2966;8376],(209.6%),(obscured;zero)
13462,2678+-5671,[-2993;8349],(211.8%),(obscured;zero)
39719,2668+-5671,[-3003;8339],(212.6%),(obscured;zero)
26118,2659+-5671,[-3012;8330],(213.3%),(obscured;zero)
8382,2652+-5671,[-3019;8323],(213.8%),(obscured;zero)
59491,2650+-5671,[-3021;8321],(214.0%),(obscured;zero)
27358,2631+-5671,[-3040;8302],(215.5%),(obscured;zero)
266518,2627+-5671,[-3044;8298],(215.9%),(obscured;zero)
45267,2624+-5671,[-3047;8295],(216.1%),(obscured;zero)
131895,2614+-5671,[-3057;8285],(216.9%),(obscured;zero)
13491,2601+-5671,[-3070;8272],(218.0%),(obscured;zero)
24562,2571+-5671,[-3100;8242],(220.6%),(obscured;zero)
199226,2570+-5671,[-3101;8241],(220.7%),(obscured;zero)
133093,2556+-5671,[-3115;8227],(221.9%),(obscured;zero)
36274,2552+-5671,[-3119;8223],(222.2%),(obscured;zero)
60744,2545+-5671,[-3126;8216],(222.8%),(obscured;zero)
267466,2539+-5671,[-3132;8210],(223.4%),(obscured;zero)
133953,2533+-5671,[-3138;8204],(223.9%),(obscured;zero)
44291,2527+-5671,[-3144;8198],(224.4%),(obscured;zero)
57456,2524+-5671,[-3147;8195],(224.7%),(obscured;zero)
48870,2523+-5671,[-3148;8194],(224.8%),(obscured;zero)
200161,2518+-5671,[-3153;8189],(225.2%),(obscured;zero)
44225,2516+-5671,[-3155;8187],(225.4%),(obscured;zero)
196686,2516+-5671,[-3155;8187],(225.4%),(obscured;zero)
49964,2502+-5671,[-3169;8173],(226.7%),(obscured;zero)
30536,2499+-5671,[-3172;8170],(226.9%),(obscured;zero)
10835,2497+-5671,[-3174;8168],(227.1%),(obscured;zero)
39221,2494+-5671,[-3177;8165],(227.4%),(obscured;zero)
262803,2492+-5671,[-3179;8163],(227.6%),(obscured;zero)
17014,2459+-5671,[-3212;8130],(230.6%),(obscured;zero)
15605,2458+-5671,[-3213;8129],(230.7%),(obscured;zero)
59765,2450+-5671,[-3221;8121],(231.5%),(obscured;zero)
131293,2450+-5671,[-3221;8121],(231.5%),(obscured;zero)
51731,2448+-5671,[-3223;8119],(231.7%),(obscured;zero)
56545,2448+-5671,[-3223;8119],(231.7%),(obscured;zero)
266562,2444+-5671,[-3227;8115],(232.0%),(obscured;zero)
16640,2441+-5671,[-3230;8112],(232.3%),(obscured;zero)
267523,2431+-5671,[-3240;8102],(233.3%),(obscured;zero)
33470,2424+-5671,[-3247;8095],(234.0%),(obscured;zero)
18167,2397+-5671,[-3274;8068],(236.6%),(obscured;zero)
52363,2395+-5671,[-3276;8066],(236.8%),(obscured;zero)
1125,2379+-5671,[-3292;8050],(238.4%),(obscured;zero)
16326,2360+-5671,[-3311;8031],(240.3%),(obscured;zero)
28164,2360+-5671,[-3311;8031],(240.3%),(obscured;zero)
27047,2356+-5671,[-3315;8027],(240.7%),(obscured;zero)
53444,2353+-5671,[-3318;8024],(241.0%),(obscured;zero)
201727,2349+-5671,[-3322;8020],(241.4%),(obscured;zero)
46562,2347+-5671,[-3324;8018],(241.6%),(obscured;zero)
197415,2346+-5671,[-3325;8017],(241.7%),(obscured;zero)
49381,2345+-5671,[-3326;8016],(241.8%),(obscured;zero)
21578,2325+-5671,[-3346;7996],(243.9%),(obscured;zero)
28785,2324+-5671,[-3347;7995],(244.0%),(obscured;zero)
36844,2323+-5671,[-3348;7994],(244.1%),(obscured;zero)
263596,2315+-5671,[-3356;7986],(245.0%),(obscured;zero)
48087,2309+-5671,[-3362;7980],(245.6%),(obscured;zero)
202033,2309+-5671,[-3362;7980],(245.6%),(obscured;zero)
10952,2297+-5671,[-3374;7968],(246.9%),(obscured;zero)
4671,2296+-5671,[-3375;7967],(247.0%),(obscured;zero)
264176,2295+-5671,[-3376;7966],(247.1%),(obscured;zero)
44521,2293+-5671,[-3378;7964],(247.3%),(obscured;zero)
206647,2292+-5671,[-3379;7963],(247.4%),(obscured;zero)
58715,2272+-5671,[-3399;7943],(249.6%),(obscured;zero)
205511,2271+-5671,[-3400;7942],(249.7%),(obscured;zero)
39508,2268+-5671,[-3403;7939],(250.0%),(obscured;zero)
23248,2265+-5671,[-3406;7936],(250.4%),(obscured;zero)
266466,2260+-5671,[-3411;7931],(250.9%),(obscured;zero)
44603,2247+-5671,[-3424;7918],(252.4%),(obscured;zero)
60687,2244+-5671,[-3427;7915],(252.7%),(obscured;zero)
13438,2234+-5671,[-3437;7905],(253.8%),(obscured;zero)
36249,2227+-5671,[-3444;7898],(254.6%),(obscured;zero)
42162,2224+-5671,[-3447;7895],(255.0%),(obscured;zero)
47877,2220+-5671,[-3451;7891],(255.5%),(obscured;zero)
14890,2217+-5671,[-3454;7888],(255.8%),(obscured;zero)
45324,2217+-5671,[-3454;7888],(255.8%),(obscured;zero)
51274,2202+-5671,[-3469;7873],(257.5%),(obscured;zero)
38372,2201+-5671,[-3470;7872],(257.7%),(obscured;zero)
1379,2198+-5671,[-3473;7869],(258.0%),(obscured;zero)
26484,2191+-5671,[-3480;7862],(258.8%),(obscured;zero)
265256,2186+-5671,[-3485;7857],(259.4%),(obscured;zero)
27663,2183+-5671,[-3488;7854],(259.8%),(obscured;zero)
17853,2182+-5671,[-3489;7853],(259.9%),(obscured;zero)
395557,2178+-5671,[-3493;7849],(260.4%),(obscured;zero)
199086,2176+-5671,[-3495;7847],(260.6%),(obscured;zero)
136952,2168+-5671,[-3503;7839],(261.6%),(obscured;zero)
21655,2162+-5671,[-3509;7833],(262.3%),(obscured;zero)
44604,2162+-5671,[-3509;7833],(262.3%),(obscured;zero)
14112,2143+-5671,[-3528;7814],(264.6%),(obscured;zero)
46627,2143+-5671,[-3528;7814],(264.6%),(obscured;zero)
44725,2140+-5671,[-3531;7811],(265.0%),(obscured;zero)
24248,2137+-5671,[-3534;7808],(265.4%),(obscured;zero)
26522,2137+-5671,[-3534;7808],(265.4%),(obscured;zero)
52004,2134+-5671,[-3537;7805],(265.7%),(obscured;zero)
393605,2133+-5671,[-3538;7804],(265.9%),(obscured;zero)
14323,2124+-5671,[-3547;7795],(267.0%),(obscured;zero)
26335,2122+-5671,[-3549;7793],(267.2%),(obscured;zero)
28412,2121+-5671,[-3550;7792],(267.4%),(obscured;zero)
11579,2113+-5671,[-3558;7784],(268.4%),(obscured;zero)
10099,2106+-5671,[-3565;7777],(269.3%),(obscured;zero)
43781,2099+-5671,[-3572;7770],(270.2%),(obscured;zero)
203882,2099+-5671,[-3572;7770],(270.2%),(obscured;zero)
84,2090+-5671,[-3581;7761],(271.3%),(obscured;zero)
50446,2090+-5671,[-3581;7761],(271.3%),(obscured;zero)
36985,2084+-5671,[-3587;7755],(272.1%),(obscured;zero)
11426,2071+-5671,[-3600;7742],(273.8%),(obscured;zero)
29214,2069+-5671,[-3602;7740],(274.1%),(obscured;zero)
202220,2061+-5671,[-3610;7732],(275.2%),(obscured;zero)
38496,2055+-5671,[-3616;7726],(276.0%),(obscured;zero)
14066,2051+-5671,[-3620;7722],(276.5%),(obscured;zero)
56923,2050+-5671,[-3621;7721],(276.6%),(obscured;zero)
34389,2026+-5671,[-3645;7697],(279.9%),(obscured;zero)
197765,2024+-5671,[-3647;7695],(280.2%),(obscured;zero)
46692,2017+-5671,[-3654;7688],(281.2%),(obscured;zero)
10685,2009+-5671,[-3662;7680],(282.3%),(obscured;zero)
198992,2009+-5671,[-3662;7680],(282.3%),(obscured;zero)
54875,2008+-5671,[-3663;7679],(282.4%),(obscured;zero)
135411,2005+-5671,[-3666;7676],(282.8%),(obscured;zero)
201964,2004+-5671,[-3667;7675],(283.0%),(obscured;zero)
24098,1995+-5671,[-3676;7666],(284.3%),(obscured;zero)
48892,1961+-5671,[-3710;7632],(289.2%),(obscured;zero)
132578,1947+-5671,[-3724;7618],(291.3%),(obscured;zero)
22227,1943+-5671,[-3728;7614],(291.9%),(obscured;zero)
39320,1939+-5671,[-3732;7610],(292.5%),(obscured;zero)
133612,1908+-5671,[-3763;7579],(297.2%),(obscured;zero)
198902,1902+-5671,[-3769;7573],(298.2%),(obscured;zero)
395621,1901+-5671,[-3770;7572],(298.3%),(obscured;zero)
58725,1895+-5671,[-3776;7566],(299.3%),(obscured;zero)
31869,1894+-5671,[-3777;7565],(299.4%),(obscured;zero)
62872,1891+-5671,[-3780;7562],(299.9%),(obscured;zero)
10653,1882+-5671,[-3789;7553],(301.3%),(obscured;zero)
263986,1879+-5671,[-3792;7550],(301.8%),(obscured;zero)
45019,1873+-5671,[-3798;7544],(302.8%),(obscured;zero)
51727,1873+-5671,[-3798;7544],(302.8%),(obscured;zero)
57693,1872+-5671,[-3799;7543],(302.9%),(obscured;zero)
40555,1867+-5671,[-3804;7538],(303.7%),(obscured;zero)
64024,1858+-5671,[-3813;7529],(305.2%),(obscured;zero)
202819,1855+-5671,[-3816;7526],(305.7%),(obscured;zero)
11521,1850+-5671,[-3821;7521],(306.5%),(obscured;zero)
2147,1841+-5671,[-3830;7512],(308.0%),(obscured;zero)
20799,1830+-5671,[-3841;7501],(309.9%),(obscured;zero)
54706,1821+-5671,[-3850;7492],(311.4%),(obscured;zero)
56667,1819+-5671,[-3852;7490],(311.8%),(obscured;zero)
11352,1808+-5671,[-3863;7479],(313.7%),(obscured;zero)
57169,1804+-5671,[-3867;7475],(314.4%),(obscured;zero)
395040,1794+-5671,[-3877;7465],(316.1%),(obscured;zero)
132015,1773+-5671,[-3898;7444],(319.9%),(obscured;zero)
34170,1768+-5671,[-3903;7439],(320.8%),(obscured;zero)
42617,1764+-5671,[-3907;7435],(321.5%),(obscured;zero)
56760,1755+-5671,[-3916;7426],(323.1%),(obscured;zero)
19666,1752+-5671,[-3919;7423],(323.7%),(obscured;zero)
40626,1749+-5671,[-3922;7420],(324.2%),(obscured;zero)
31,1740+-5671,[-3931;7411],(325.9%),(obscured;zero)
134634,1736+-5671,[-3935;7407],(326.7%),(obscured;zero)
38320,1733+-5671,[-3938;7404],(327.2%),(obscured;zero)
198098,1732+-5671,[-3939;7403],(327.4%),(obscured;zero)
136948,1717+-5671,[-3954;7388],(330.3%),(obscured;zero)
264970,1712+-5671,[-3959;7383],(331.2%),(obscured;zero)
57881,1703+-5671,[-3968;7374],(333.0%),(obscured;zero)
135691,1699+-5671,[-3972;7370],(333.8%),(obscured;zero)
35663,1694+-5671,[-3977;7365],(334.8%),(obscured;zero)
55163,1693+-5671,[-3978;7364],(335.0%),(obscured;zero)
23250,1690+-5671,[-3981;7361],(335.6%),(obscured;zero)
264443,1683+-5671,[-3988;7354],(337.0%),(obscured;zero)
40715,1680+-5671,[-3991;7351],(337.6%),(obscured;zero)
36807,1673+-5671,[-3998;7344],(339.0%),(obscured;zero)
42729,1673+-5671,[-3998;7344],(339.0%),(obscured;zero)
201886,1671+-5671,[-4000;7342],(339.4%),(obscured;zero)
264291,1664+-5671,[-4007;7335],(340.8%),(obscured;zero)
48159,1660+-5671,[-4011;7331],(341.6%),(obscured;zero)
10227,1643+-5671,[-4028;7314],(345.2%),(obscured;zero)
62585,1626+-5671,[-4045;7297],(348.8%),(obscured;zero)
201968,1620+-5671,[-4051;7291],(350.1%),(obscured;zero)
42195,1619+-5671,[-4052;7290],(350.3%),(obscured;zero)
11025,1612+-5671,[-4059;7283],(351.8%),(obscured;zero)
60163,1607+-5671,[-4064;7278],(352.9%),(obscured;zero)
132089,1603+-5671,[-4068;7274],(353.8%),(obscured;zero)
24111,1599+-5671,[-4072;7270],(354.7%),(obscured;zero)
34674,1596+-5671,[-4075;7267],(355.3%),(obscured;zero)
136257,1586+-5671,[-4085;7257],(357.6%),(obscured;zero)
202230,1584+-5671,[-4087;7255],(358.0%),(obscured;zero)
5483,1583+-5671,[-4088;7254],(358.2%),(obscured;zero)
1403,1578+-5671,[-4093;7249],(359.4%),(obscured;zero)
263635,1570+-5671,[-4101;7241],(361.2%),(obscured;zero)
41363,1550+-5671,[-4121;7221],(365.9%),(obscured;zero)
51794,1549+-5671,[-4122;7220],(366.1%),(obscured;zero)
24818,1546+-5671,[-4125;7217],(366.8%),(obscured;zero)
33202,1531+-5671,[-4140;7202],(370.4%),(obscured;zero)
48532,1522+-5671,[-4149;7193],(372.6%),(obscured;zero)
15271,1516+-5671,[-4155;7187],(374.1%),(obscured;zero)
201355,1506+-5671,[-4165;7177],(376.6%),(obscured;zero)
13918,1492+-5671,[-4179;7163],(380.1%),(obscured;zero)
132901,1489+-5671,[-4182;7160],(380.9%),(obscured;zero)
26577,1485+-5671,[-4186;7156],(381.9%),(obscured;zero)
264600,1479+-5671,[-4192;7150],(383.4%),(obscured;zero)
50458,1475+-5671,[-4196;7146],(384.5%),(obscured;zero)
24349,1473+-5671,[-4198;7144],(385.0%),(obscured;zero)
199092,1468+-5671,[-4203;7139],(386.3%),(obscured;zero)
207036,1465+-5671,[-4206;7136],(387.1%),(obscured;zero)
40160,1464+-5671,[-4207;7135],(387.4%),(obscured;zero)
205522,1462+-5671,[-4209;7133],(387.9%),(obscured;zero)
46954,1455+-5671,[-4216;7126],(389.8%),(obscured;zero)
206460,1455+-5671,[-4216;7126],(389.8%),(obscured;zero)
50288,1442+-5671,[-4229;7113],(393.3%),(obscured;zero)
4670,1438+-5671,[-4233;7109],(394.4%),(obscured;zero)
61338,1429+-5671,[-4242;7100],(396.9%),(obscured;zero)
59659,1425+-5671,[-4246;7096],(398.0%),(obscured;zero)
46775,1423+-5671,[-4248;7094],(398.5%),(obscured;zero)
62423,1407+-5671,[-4264;7078],(403.1%),(obscured;zero)
38484,1395+-5671,[-4276;7066],(406.5%),(obscured;zero)
23105,1393+-5671,[-4278;7064],(407.1%),(obscured;zero)
48613,1384+-5671,[-4287;7055],(409.8%),(obscured;zero)
204108,1383+-5671,[-4288;7054],(410.1%),(obscured;zero)
196978,1380+-5671,[-4291;7051],(410.9%),(obscured;zero)
43828,1373+-5671,[-4298;7044],(413.0%),(obscured;zero)
394390,1372+-5671,[-4299;7043],(413.3%),(obscured;zero)
38533,1370+-5671,[-4301;7041],(413.9%),(obscured;zero)
55180,1343+-5671,[-4328;7014],(422.3%),(obscured;zero)
51394,1332+-5671,[-4339;7003],(425.8%),(obscured;zero)
53255,1326+-5671,[-4345;6997],(427.7%),(obscured;zero)
53692,1320+-5671,[-4351;6991],(429.6%),(obscured;zero)
28753,1315+-5671,[-4356;6986],(431.3%),(obscured;zero)
262979,1302+-5671,[-4369;6973],(435.6%),(obscured;zero)
62087,1295+-5671,[-4376;6966],(437.9%),(obscured;zero)
18080,1289+-5671,[-4382;6960],(440.0%),(obscured;zero)
37272,1289+-5671,[-4382;6960],(440.0%),(obscured;zero)
49076,1289+-5671,[-4382;6960],(440.0%),(obscured;zero)
21111,1283+-5671,[-4388;6954],(442.0%),(obscured;zero)
60238,1274+-5671,[-4397;6945],(445.1%),(obscured;zero)
24608,1268+-5671,[-4403;6939],(447.2%),(obscured;zero)
2641,1257+-5671,[-4414;6928],(451.2%),(obscured;zero)
28678,1255+-5671,[-4416;6926],(451.9%),(obscured;zero)
52927,1248+-5671,[-4423;6919],(454.4%),(obscured;zero)
197454,1248+-5671,[-4423;6919],(454.4%),(obscured;zero)
36197,1236+-5671,[-4435;6907],(458.8%),(obscured;zero)
46401,1233+-5671,[-4438;6904],(459.9%),(obscured;zero)
5432,1231+-5671,[-4440;6902],(460.7%),(obscured;zero)
198063,1221+-5671,[-4450;6892],(464.5%),(obscured;zero)
327720,1202+-5671,[-4469;6873],(471.8%),(obscured;zero)
30559,1196+-5671,[-4475;6867],(474.2%),(obscured;zero)
205933,1196+-5671,[-4475;6867],(474.2%),(obscured;zero)
31091,1195+-5671,[-4476;6866],(474.6%),(obscured;zero)
393542,1192+-5671,[-4479;6863],(475.8%),(obscured;zero)
51973,1190+-5671,[-4481;6861],(476.6%),(obscured;zero)
33574,1184+-5671,[-4487;6855],(479.0%),(obscured;zero)
28613,1180+-5671,[-4491;6851],(480.6%),(obscured;zero)
29721,1177+-5671,[-4494;6848],(481.8%),(obscured;zero)
53326,1174+-5671,[-4497;6845],(483.0%),(obscured;zero)
394129,1174+-5671,[-4497;6845],(483.0%),(obscured;zero)
53386,1169+-5671,[-4502;6840],(485.1%),(obscured;zero)
48063,1159+-5671,[-4512;6830],(489.3%),(obscured;zero)
34942,1158+-5671,[-4513;6829],(489.7%),(obscured;zero)
206569,1149+-5671,[-4522;6820],(493.6%),(obscured;zero)
29714,1147+-5671,[-4524;6818],(494.4%),(obscured;zero)
18843,1145+-5671,[-4526;6816],(495.3%),(obscured;zero)
264526,1145+-5671,[-4526;6816],(495.3%),(obscured;zero)
52964,1142+-5671,[-4529;6813],(496.6%),(obscured;zero)
44302,1141+-5671,[-4530;6812],(497.0%),(obscured;zero)
53985,1139+-5671,[-4532;6810],(497.9%),(obscured;zero)
28526,1130+-5671,[-4541;6801],(501.9%),(obscured;zero)
202800,1130+-5671,[-4541;6801],(501.9%),(obscured;zero)
7055,1124+-5671,[-4547;6795],(504.5%),(obscured;zero)
47291,1123+-5671,[-4548;6794],(505.0%),(obscured;zero)
37236,1120+-5671,[-4551;6791],(506.3%),(obscured;zero)
5413,1118+-5671,[-4553;6789],(507.2%),(obscured;zero)
58622,1117+-5671,[-4554;6788],(507.7%),(obscured;zero)
38760,1113+-5671,[-4558;6784],(509.5%),(obscured;zero)
18037,1108+-5671,[-4563;6779],(511.8%),(obscured;zero)
63001,1108+-5671,[-4563;6779],(511.8%),(obscured;zero)
266607,1107+-5671,[-4564;6778],(512.3%),(obscured;zero)
263341,1102+-5671,[-4569;6773],(514.6%),(obscured;zero)
42604,1099+-5671,[-4572;6770],(516.0%),(obscured;zero)
197943,1097+-5671,[-4574;6768],(517.0%),(obscured;zero)
393901,1084+-5671,[-4587;6755],(523.2%),(obscured;zero)
22690,1074+-5671,[-4597;6745],(528.0%),(obscured;zero)
33730,1072+-5671,[-4599;6743],(529.0%),(obscured;zero)
262215,1069+-5671,[-4602;6740],(530.5%),(obscured;zero)
28827,1061+-5671,[-4610;6732],(534.5%),(obscured;zero)
137023,1060+-5671,[-4611;6731],(535.0%),(obscured;zero)
27412,1057+-5671,[-4614;6728],(536.5%),(obscured;zero)
49605,1057+-5671,[-4614;6728],(536.5%),(obscured;zero)
1676,1048+-5671,[-4623;6719],(541.1%),(obscured;zero)
41938,1048+-5671,[-4623;6719],(541.1%),(obscured;zero)
29915,1047+-5671,[-4624;6718],(541.6%),(obscured;zero)
17126,1045+-5671,[-4626;6716],(542.7%),(obscured;zero)
60295,1044+-5671,[-4627;6715],(543.2%),(obscured;zero)
49313,1035+-5671,[-4636;6706],(547.9%),(obscured;zero)
20699,1033+-5671,[-4638;6704],(549.0%),(obscured;zero)
8612,1022+-5671,[-4649;6693],(554.9%),(obscured;zero)
48679,1017+-5671,[-4654;6688],(557.6%),(obscured;zero)
265664,1016+-5671,[-4655;6687],(558.2%),(obscured;zero)
40806,1015+-5671,[-4656;6686],(558.7%),(obscured;zero)
28630,1012+-5671,[-4659;6683],(560.4%),(obscured;zero)
30900,1010+-5671,[-4661;6681],(561.5%),(obscured;zero)
264446,998+-5671,[-4673;6669],(568.2%),(obscured;zero)
22575,990+-5671,[-4681;6661],(572.8%),(obscured;zero)
1567,983+-5671,[-4688;6654],(576.9%),(obscured;zero)
45559,981+-5671,[-4690;6652],(578.1%),(obscured;zero)
56175,980+-5671,[-4691;6651],(578.7%),(obscured;zero)
265932,979+-5671,[-4692;6650],(579.3%),(obscured;zero)
53767,978+-5671,[-4693;6649],(579.9%),(obscured;zero)
198757,973+-5671,[-4698;6644],(582.8%),(obscured;zero)
21159,962+-5671,[-4709;6633],(589.5%),(obscured;zero)
2903,961+-5671,[-4710;6632],(590.1%),(obscured;zero)
2680,953+-5671,[-4718;6624],(595.1%),(obscured;zero)
133615,949+-5671,[-4722;6620],(597.6%),(obscured;zero)
58276,947+-5671,[-4724;6618],(598.8%),(obscured;zero)
60930,938+-5671,[-4733;6609],(604.6%),(obscured;zero)
14877,933+-5671,[-4738;6604],(607.8%),(obscured;zero)
264321,930+-5671,[-4741;6601],(609.8%),(obscured;zero)
266159,926+-5671,[-4745;6597],(612.4%),(obscured;zero)
52667,912+-5671,[-4759;6583],(621.8%),(obscured;zero)
54778,911+-5671,[-4760;6582],(622.5%),(obscured;zero)
48045,897+-5671,[-4774;6568],(632.2%),(obscured;zero)
8660,894+-5671,[-4777;6565],(634.3%),(obscured;zero)
58650,894+-5671,[-4777;6565],(634.3%),(obscured;zero)
22504,889+-5671,[-4782;6560],(637.9%),(obscured;zero)
62201,886+-5671,[-4785;6557],(640.1%),(obscured;zero)
44020,882+-5671,[-4789;6553],(643.0%),(obscured;zero)
203975,882+-5671,[-4789;6553],(643.0%),(obscured;zero)
29708,871+-5671,[-4800;6542],(651.1%),(obscured;zero)
53002,871+-5671,[-4800;6542],(651.1%),(obscured;zero)
264112,870+-5671,[-4801;6541],(651.8%),(obscured;zero)
49350,865+-5671,[-4806;6536],(655.6%),(obscured;zero)
15668,861+-5671,[-4810;6532],(658.7%),(obscured;zero)
26946,856+-5671,[-4815;6527],(662.5%),(obscured;zero)
263300,855+-5671,[-4816;6526],(663.3%),(obscured;zero)
37340,852+-5671,[-4819;6523],(665.6%),(obscured;zero)
41475,849+-5671,[-4822;6520],(668.0%),(obscured;zero)
11959,827+-5671,[-4844;6498],(685.7%),(obscured;zero)
197709,818+-5671,[-4853;6489],(693.3%),(obscured;zero)
61710,808+-5671,[-4863;6479],(701.9%),(obscured;zero)
31208,799+-5671,[-4872;6470],(709.8%),(obscured;zero)
19399,787+-5671,[-4884;6458],(720.6%),(obscured;zero)
202634,784+-5671,[-4887;6455],(723.3%),(obscured;zero)
64251,774+-5671,[-4897;6445],(732.7%),(obscured;zero)
198922,765+-5671,[-4906;6436],(741.3%),(obscured;zero)
199361,765+-5671,[-4906;6436],(741.3%),(obscured;zero)
13128,763+-5671,[-4908;6434],(743.3%),(obscured;zero)
46369,760+-5671,[-4911;6431],(746.2%),(obscured;zero)
15502,757+-5671,[-4914;6428],(749.1%),(obscured;zero)
46262,757+-5671,[-4914;6428],(749.1%),(obscured;zero)
33280,755+-5671,[-4916;6426],(751.1%),(obscured;zero)
136561,749+-5671,[-4922;6420],(757.1%),(obscured;zero)
40950,747+-5671,[-4924;6418],(759.2%),(obscured;zero)
12191,746+-5671,[-4925;6417],(760.2%),(obscured;zero)
44537,746+-5671,[-4925;6417],(760.2%),(obscured;zero)
61712,744+-5671,[-4927;6415],(762.2%),(obscured;zero)
23173,739+-5671,[-4932;6410],(767.4%),(obscured;zero)
135718,739+-5671,[-4932;6410],(767.4%),(obscured;zero)
40903,737+-5671,[-4934;6408],(769.5%),(obscured;zero)
10676,729+-5671,[-4942;6400],(777.9%),(obscured;zero)
53119,724+-5671,[-4947;6395],(783.3%),(obscured;zero)
63850,722+-5671,[-4949;6393],(785.5%),(obscured;zero)
57828,720+-5671,[-4951;6391],(787.6%),(obscured;zero)
17563,707+-5671,[-4964;6378],(802.1%),(obscured;zero)
62605,707+-5671,[-4964;6378],(802.1%),(obscured;zero)
262241,706+-5671,[-4965;6377],(803.3%),(obscured;zero)
47098,694+-5671,[-4977;6365],(817.1%),(obscured;zero)
200915,689+-5671,[-4982;6360],(823.1%),(obscured;zero)
52971,686+-5671,[-4985;6357],(826.7%),(obscured;zero)
50931,685+-5671,[-4986;6356],(827.9%),(obscured;zero)
27349,676+-5671,[-4995;6347],(838.9%),(obscured;zero)
62900,664+-5671,[-5007;6335],(854.1%),(obscured;zero)
63,654+-5671,[-5017;6325],(867.1%),(obscured;zero)
21970,652+-5671,[-5019;6323],(869.8%),(obscured;zero)
29182,649+-5671,[-5022;6320],(873.8%),(obscured;zero)
17240,643+-5671,[-5028;6314],(882.0%),(obscured;zero)
266132,641+-5671,[-5030;6312],(884.7%),(obscured;zero)
54313,637+-5671,[-5034;6308],(890.3%),(obscured;zero)
394786,627+-5671,[-5044;6298],(904.5%),(obscured;zero)
20177,622+-5671,[-5049;6293],(911.7%),(obscured;zero)
45892,621+-5671,[-5050;6292],(913.2%),(obscured;zero)
394144,612+-5671,[-5059;6283],(926.6%),(obscured;zero)
16200,602+-5671,[-5069;6273],(942.0%),(obscured;zero)
52533,601+-5671,[-5070;6272],(943.6%),(obscured;zero)
15426,596+-5671,[-5075;6267],(951.5%),(obscured;zero)
28355,588+-5671,[-5083;6259],(964.5%),(obscured;zero)
135084,587+-5671,[-5084;6258],(966.1%),(obscured;zero)
133703,586+-5671,[-5085;6257],(967.7%),(obscured;zero)
18035,584+-5671,[-5087;6255],(971.1%),(obscured;zero)
59946,582+-5671,[-5089;6253],(974.4%),(obscured;zero)
42839,581+-5671,[-5090;6252],(976.1%),(obscured;zero)
61723,581+-5671,[-5090;6252],(976.1%),(obscured;zero)
24058,571+-5671,[-5100;6242],(993.2%),(obscured;zero)
49962,566+-5671,[-5105;6237],(1001.9%),(obscured;zero)
56211,558+-5671,[-5113;6229],(1016.3%),(obscured;zero)
16788,552+-5671,[-5119;6223],(1027.4%),(obscured;zero)
394729,547+-5671,[-5124;6218],(1036.7%),(obscured;zero)
9116,544+-5671,[-5127;6215],(1042.5%),(obscured;zero)
196733,537+-5671,[-5134;6208],(1056.1%),(obscured;zero)
135385,528+-5671,[-5143;6199],(1074.1%),(obscured;zero)
203892,526+-5671,[-5145;6197],(1078.1%),(obscured;zero)
327833,521+-5671,[-5150;6192],(1088.5%),(obscured;zero)
22349,516+-5671,[-5155;6187],(1099.0%),(obscured;zero)
57166,512+-5671,[-5159;6183],(1107.6%),(obscured;zero)
55967,488+-5671,[-5183;6159],(1162.1%),(obscured;zero)
62840,483+-5671,[-5188;6154],(1174.1%),(obscured;zero)
18532,481+-5671,[-5190;6152],(1179.0%),(obscured;zero)
2153,478+-5671,[-5193;6149],(1186.4%),(obscured;zero)
23090,469+-5671,[-5202;6140],(1209.2%),(obscured;zero)
43062,466+-5671,[-5205;6137],(1217.0%),(obscured;zero)
6900,456+-5671,[-5215;6127],(1243.6%),(obscured;zero)
34524,446+-5671,[-5225;6117],(1271.5%),(obscured;zero)
264490,439+-5671,[-5232;6110],(1291.8%),(obscured;zero)
34444,425+-5671,[-5246;6096],(1334.4%),(obscured;zero)
6855,417+-5671,[-5254;6088],(1360.0%),(obscured;zero)
53189,416+-5671,[-5255;6087],(1363.2%),(obscured;zero)
20422,402+-5671,[-5269;6073],(1410.7%),(obscured;zero)
53453,400+-5671,[-5271;6071],(1417.8%),(obscured;zero)
30252,392+-5671,[-5279;6063],(1446.7%),(obscured;zero)
18812,387+-5671,[-5284;6058],(1465.4%),(obscured;zero)
7473,381+-5671,[-5290;6052],(1488.5%),(obscured;zero)
34519,380+-5671,[-5291;6051],(1492.4%),(obscured;zero)
265713,372+-5671,[-5299;6043],(1524.5%),(obscured;zero)
